,overall
125235,64
71792,65
84372,69
61414,55
104988,66
31040,75
55894,64
70714,66
4469,67
63953,75
15310,80
99413,72
130279,57
17259,73
17980,71
129962,58
88940,65
102108,68
113297,53
98967,73
8824,62
128168,61
73965,63
119886,69
73641,63
35320,68
57637,62
35822,68
73135,64
75790,60
57963,62
9314,61
36021,68
106480,64
97909,75
74606,62
123516,65
43942,56
10226,60
113575,52
17764,72
8459,62
106877,64
89607,64
130212,57
22418,65
97367,76
52565,67
9213,62
58848,61
122433,66
4714,67
43422,58
122934,66
99389,72
123320,65
45901,82
21814,66
56807,63
83717,70
21681,66
111244,59
101275,69
93890,58
69052,68
40307,63
122527,66
52267,68
121038,67
116585,73
79802,78
103432,67
94674,56
28940,52
48782,72
36694,67
78144,54
31659,74
25112,62
117151,72
40703,63
75821,60
50031,70
48534,73
38991,64
116747,73
86150,67
30665,76
62595,83
21600,66
128890,60
121149,67
81909,73
61814,53
15874,77
106264,64
102136,68
70482,66
57751,62
38028,66
40128,63
110173,60
9037,62
21594,66
77135,57
26149,60
72391,64
102770,68
20624,67
92499,61
87441,66
117635,72
81212,74
52986,67
110399,60
65516,72
35014,69
66490,71
129222,59
122759,66
111325,58
1129,74
73695,63
92813,60
48115,73
125988,63
9588,61
59310,60
53022,67
101573,69
49579,71
113547,52
87955,66
120281,68
126227,63
16666,74
44979,53
110555,60
48495,73
25274,61
117352,72
69587,67
21865,66
82503,72
122334,66
52183,68
100203,71
8045,63
23580,64
29029,51
52787,67
62880,80
44640,54
35466,68
8613,62
85474,68
36225,67
63372,77
125810,63
42482,60
89980,64
25059,62
50569,70
21627,66
102637,68
23977,63
33636,71
19627,68
37412,66
7241,64
125124,64
57283,63
81681,73
22450,65
47852,74
76476,59
65878,72
75351,61
16467,75
16258,75
113044,54
25072,62
87942,66
116166,74
9533,61
16373,75
33096,71
54024,66
35188,69
69606,67
99515,72
2956,70
82532,72
42337,60
83038,71
34018,70
6849,64
108209,63
10871,59
125609,63
124656,64
112341,56
58157,62
2210,71
116829,73
31792,74
72729,64
74764,62
84336,69
66517,71
99687,72
87024,66
94466,57
100268,71
19730,68
22079,65
110981,59
37948,66
116911,73
126944,62
39770,64
73430,63
32510,72
30604,76
31346,74
21717,66
126358,63
10133,60
47849,74
38516,65
32826,72
6349,65
33744,70
90564,63
12383,57
82364,72
63993,75
79201,82
74797,62
81292,74
127017,62
2341,71
34895,69
60615,57
50458,70
90718,63
52605,67
515,77
63823,76
14314,52
78746,50
46677,77
127609,61
106244,64
53646,66
35301,68
33142,71
20352,68
79013,85
32051,73
98569,73
86921,67
77072,57
114103,87
44812,53
71434,65
87611,66
21800,66
70247,67
75887,60
23708,64
110818,59
95913,50
65872,72
71812,65
69553,67
25377,61
72394,64
107996,63
14394,51
18079,71
15280,80
351,79
88215,65
117903,71
115049,77
33257,71
103188,67
13691,54
41096,62
39210,64
96472,80
66022,72
15164,82
7839,63
23025,64
55902,64
22460,65
111665,58
11284,59
101244,69
105884,65
42291,60
78243,53
28757,53
104287,66
3860,68
97820,75
83745,70
81736,73
45223,52
103804,67
104238,66
73238,64
70271,67
77287,57
73561,63
82965,71
59206,60
37463,66
53490,67
16380,75
6514,65
83128,71
67325,70
30720,76
17142,73
87451,66
44245,55
100906,70
24020,63
74319,62
19077,69
72165,65
42881,59
63160,78
9207,62
37214,66
57623,62
61998,52
124026,65
33268,71
119462,69
63175,78
43232,58
76770,58
93827,58
2449,71
72286,64
53628,66
71716,65
30491,77
12759,56
49391,71
132079,49
72459,64
6418,65
35501,68
96255,83
99530,72
66816,71
35453,68
106329,64
124027,65
9531,61
21493,66
34129,70
19700,68
74401,62
93424,59
118271,71
75534,60
81847,73
45844,82
75650,60
128233,61
46386,78
30771,76
90168,64
39778,64
95851,51
82341,72
86632,67
95012,55
113415,53
42762,59
39190,64
68097,69
90792,63
19391,69
17971,71
98662,73
88590,65
61915,52
41752,61
51178,69
31098,75
131609,52
28323,55
107613,63
64363,74
33138,71
52691,67
116806,73
131258,54
96144,87
97291,76
125402,64
17492,72
29742,81
42435,60
47921,74
123810,65
127223,62
108767,62
71987,65
50955,69
131821,51
49117,72
116791,73
49695,71
49493,71
124839,64
29399,94
110454,60
42766,59
54793,65
19901,68
85398,68
126517,63
14697,49
43517,57
75962,60
83473,70
83534,70
71230,66
25363,61
36458,67
3294,69
107410,63
95099,55
48198,73
52326,68
40186,63
81819,73
84740,69
82792,71
72047,65
127476,62
14234,52
83575,70
109083,62
47380,75
47513,75
59292,60
64762,74
53025,67
120212,68
130485,56
60860,56
37413,66
89339,64
83186,71
22469,65
2392,71
7572,63
12996,56
130293,57
99483,72
118025,71
86475,67
24644,62
95671,52
13645,54
98182,74
129185,59
8485,62
46155,79
48744,72
95524,53
36879,67
131184,54
15564,78
76025,60
17215,73
85828,68
30938,75
27877,56
71650,65
32495,72
67181,70
115009,77
34248,70
75543,60
94549,56
98180,74
33859,70
66984,70
88742,65
75109,61
2124,72
50623,70
127136,62
76554,59
64373,74
95562,53
129861,58
44638,54
8979,62
84800,69
41889,61
103500,67
72247,65
40572,63
76685,58
115801,75
67605,70
115981,74
102710,68
30218,78
71170,66
91374,62
105830,65
73000,64
63652,76
92543,61
90140,64
17715,72
54160,66
59416,60
85552,68
113809,51
82506,72
126900,62
123055,66
56159,64
122783,66
20722,67
8520,62
103102,67
65776,72
54873,65
69043,68
28026,56
44417,55
95306,54
83968,70
32425,72
34952,69
44244,56
81327,74
18749,70
19208,69
107283,64
13260,55
52039,68
43011,59
110957,59
51776,68
9101,62
88057,66
7316,64
70136,67
42758,59
80467,75
97668,75
47365,75
103939,67
28965,52
3114,69
16347,75
67106,70
83518,70
26594,59
122690,66
61731,53
26216,60
43176,58
19290,69
122052,67
52920,67
61426,55
107437,63
109296,61
7194,64
21647,66
2899,70
1880,72
92704,60
70027,67
25304,61
12047,58
44988,53
32997,71
115977,74
115520,75
95474,53
121873,67
24354,63
48613,72
73138,64
102494,68
79365,80
40776,62
68408,69
13875,53
24955,62
40529,63
59200,60
54311,66
117031,72
57435,63
39739,64
39420,64
11241,59
23685,64
42839,59
113145,54
13340,55
100024,71
22566,65
20669,67
123708,65
116272,74
122309,66
5344,66
46847,76
58301,61
78448,52
63251,78
41095,62
47414,75
97522,76
67025,70
19890,68
91342,62
70844,66
4129,68
69062,68
27896,56
18406,70
101810,69
103128,67
54710,65
45215,52
6365,65
124978,64
86597,67
15954,76
80907,74
104670,66
64520,74
20781,67
12450,57
98236,74
68073,69
128816,60
54967,65
38951,65
123377,65
85155,68
33952,70
84930,69
32032,73
54038,66
72783,64
19285,69
46831,76
132088,48
46995,76
43276,58
86757,67
1886,72
67756,69
97686,75
52379,68
101674,69
71661,65
34036,70
95783,51
68256,69
60295,58
76634,58
24943,62
121561,67
121548,67
81497,73
19043,69
83330,71
71754,65
35521,68
105243,65
9621,61
82184,72
96780,78
69559,67
22875,65
66588,71
78491,52
62562,83
82888,71
3819,68
100019,71
92438,61
75951,60
52870,67
38450,65
81628,73
92597,60
51936,68
59636,59
71736,65
131127,54
112811,55
117686,71
98804,73
84952,69
120459,68
67902,69
29579,83
95498,53
7244,64
79968,77
99452,72
48429,73
98465,74
26584,59
119424,69
70360,66
23542,64
102997,68
66091,72
72092,65
26300,60
85644,68
128319,60
100197,71
112490,56
2114,72
31267,75
99469,72
102439,68
5009,66
132014,49
113032,54
96749,79
111048,59
50710,70
19181,69
5433,66
69654,67
74452,62
67219,70
106666,64
90777,63
71996,65
83695,70
102454,68
129706,58
30100,78
62709,82
106845,64
31270,75
102956,68
5536,66
75087,61
10724,60
27132,58
92506,61
48368,73
96806,78
44166,56
96158,86
10290,60
8141,63
107034,64
22659,65
8945,62
42676,59
121756,67
105478,65
93647,59
30695,76
119960,69
87781,66
126998,62
17716,72
127890,61
53107,67
129336,59
82738,71
61323,55
34356,70
41506,61
90337,63
69208,68
105142,65
82818,71
29990,79
25580,61
112740,55
130366,57
111024,59
82397,72
57255,63
129601,58
67639,70
99098,72
60604,57
52051,68
71334,66
117515,72
61147,56
87216,66
78879,48
39587,64
61226,55
355,79
23034,64
75705,60
15700,77
104133,66
97731,75
51002,69
113215,53
47141,75
130935,55
126313,63
120263,68
46384,78
84380,69
105122,65
130124,57
79585,79
92539,61
90873,63
104389,66
56365,64
36450,67
82814,71
108287,63
61307,55
78799,50
2627,70
42833,59
48775,72
73208,64
106772,64
65041,73
123532,65
49420,71
126746,62
36156,67
115867,75
120846,68
31952,73
99810,71
118556,70
128360,60
84259,69
104771,66
118901,70
118454,70
51949,68
88087,66
87937,66
74571,62
5227,66
79414,80
39399,64
19468,69
127065,62
42265,60
39823,64
14635,50
43412,58
87178,66
87560,66
85340,68
81290,74
46884,76
56404,64
103610,67
98513,73
16399,75
21649,66
40215,63
101186,70
17041,73
72719,64
117593,72
37469,66
7982,63
120116,68
130338,57
20316,68
56242,64
105557,65
124200,65
39765,64
22386,65
63465,77
83260,71
37294,66
102453,68
47593,75
114818,78
54767,65
85158,68
70864,66
49215,72
8656,62
116609,73
55916,64
122301,66
44575,54
5135,66
20521,67
8189,63
110768,59
23780,63
45704,84
72707,64
51036,69
54264,66
108924,62
6676,64
20099,68
101858,69
83151,71
62130,51
74841,62
43097,58
122502,66
47298,75
5831,65
52083,68
21192,66
18937,69
98233,74
81940,73
13898,53
75364,61
92281,61
107915,63
106980,64
4696,67
63819,76
81117,74
56325,64
115689,75
119127,70
9736,61
68747,68
95449,53
10015,60
32257,73
48453,73
114776,78
24329,63
46666,77
103085,67
70732,66
98635,73
123695,65
110169,60
74898,61
48517,73
92490,61
53566,66
96870,78
42394,60
105658,65
76107,60
102088,68
93912,58
80340,76
90395,63
129411,59
43466,58
72310,64
36476,67
66651,71
29667,81
10483,60
16721,74
68149,69
33915,70
62059,52
99036,72
90676,63
4233,68
61012,56
11108,59
74828,62
103786,67
77065,57
18807,70
58259,61
105248,65
78898,47
81829,73
105479,65
112001,57
61183,55
69773,67
80438,75
67531,70
116859,73
116797,73
112380,56
105263,65
57859,62
2098,72
77623,56
90815,63
60974,56
106051,65
63647,76
55189,65
43592,57
19937,68
91367,62
98419,74
49837,71
122127,66
50042,70
128721,60
15214,81
13201,55
69753,67
27866,56
32532,72
5705,66
77410,56
79422,80
5720,66
113700,51
66123,71
129482,59
22950,64
48942,72
47687,74
55574,64
78596,51
17782,72
49032,72
23799,63
26051,60
50303,70
35856,68
71852,65
39484,64
108985,62
19359,69
75450,61
99540,72
100528,70
124416,64
29108,51
61083,56
14420,51
121180,67
77705,55
96876,78
104449,66
112645,55
76671,58
88183,65
106946,64
27648,57
19252,69
96000,49
46640,77
103870,67
77613,56
9297,61
103998,67
108813,62
47898,74
3180,69
130860,55
126911,62
10806,60
39868,64
5718,66
42825,59
57472,62
62316,50
85011,69
2397,71
29370,46
13906,53
43925,56
2062,72
25928,60
73923,63
27483,57
38314,65
96392,81
34085,70
97965,75
2723,70
85418,68
56480,64
115644,75
19250,69
62551,84
6560,65
9775,61
69453,67
124199,65
2265,71
129393,59
60306,58
6719,64
101368,69
12312,57
2411,71
23644,64
32801,72
34860,69
61711,53
20560,67
125474,63
125698,63
63254,78
127399,62
7217,64
70526,66
131835,51
25912,60
59068,60
23169,64
95752,52
96138,87
92279,61
103503,67
31851,73
59091,60
131750,52
98245,74
52276,68
98062,74
16472,75
7473,64
112647,55
97426,76
40580,63
59840,59
101804,69
83087,71
126816,62
120056,68
24630,62
102111,68
8352,63
61465,55
18650,70
69170,68
41430,61
122658,66
18699,70
19619,68
41016,62
50485,70
27120,58
32187,73
65934,72
66866,70
26254,60
93526,59
89285,64
102302,68
108652,62
127771,61
79180,82
47854,74
63655,76
123143,66
110088,60
99138,72
27997,56
35857,68
3131,69
128859,60
33224,71
41975,61
95342,54
43257,58
64983,73
130614,56
69672,67
48502,73
70634,66
45655,86
105240,65
1010,75
48395,73
109281,61
99508,72
68842,68
130877,55
95226,54
75679,60
36792,67
6807,64
98811,73
97069,77
24853,62
126914,62
82187,72
96312,83
60482,57
28089,56
12888,56
77547,56
71152,66
63312,77
93381,59
71472,65
15662,78
80097,76
30318,77
93531,59
70479,66
120724,68
116098,74
93412,59
40002,63
117964,71
123218,65
54883,65
3307,69
69363,68
84602,69
84052,70
79702,78
52248,68
104341,66
101326,69
16507,75
78492,52
45147,52
68420,69
13638,54
88853,65
13061,56
26108,60
62388,48
25039,62
38243,65
102612,68
6041,65
15877,77
21623,66
88386,65
52002,68
37757,66
39033,64
103475,67
78354,53
73008,64
69342,68
115798,75
88013,66
42051,60
47441,75
73603,63
21053,67
31288,75
119567,69
88650,65
121429,67
21969,66
44139,56
24781,62
32174,73
87328,66
18619,70
88848,65
34149,70
35950,68
124074,65
44000,56
58508,61
112628,55
77281,57
66170,71
97425,76
18700,70
57062,63
18646,70
108904,62
83936,70
37676,66
7702,63
105821,65
128320,60
116,82
131836,51
117902,71
128138,61
33845,70
104003,67
117015,72
53526,67
128095,61
11446,59
42753,59
127706,61
64803,74
55229,65
35037,69
77169,57
41518,61
53840,66
114506,80
91760,62
89735,64
10301,60
28701,53
125952,63
120855,68
108024,63
32138,73
21776,66
27333,58
45070,52
75575,60
121427,67
83706,70
95458,53
66584,71
74133,62
89856,64
116617,73
131460,53
126566,62
77315,57
9688,61
104388,66
1390,74
116879,73
79266,81
129470,59
21154,66
19497,69
129329,59
20516,67
15435,79
103848,67
20168,68
85333,68
26737,59
64295,75
80396,76
68908,68
49648,71
79051,84
86972,67
91322,62
83197,71
71079,66
11014,59
7070,64
72856,64
26704,59
123746,65
116439,73
21074,67
12775,56
57369,63
114341,82
53976,66
76825,58
123264,65
50141,70
112596,56
59966,59
88646,65
16691,74
68898,68
33205,71
123483,65
62878,80
89581,64
34911,69
78476,52
101578,69
111554,58
93504,59
78016,54
89831,64
39019,64
62366,49
47336,75
126503,63
64404,74
23466,64
74103,62
35579,68
60635,57
77233,57
80167,76
11162,59
22240,65
56009,64
113551,52
121456,67
77764,55
87653,66
13428,55
66372,71
91139,62
54266,66
70993,66
28176,55
7640,63
48950,72
91136,62
83200,71
35363,68
30194,78
26066,60
53634,66
63762,76
368,79
86328,67
15229,81
39915,63
37485,66
93193,60
130952,55
44390,55
113591,52
24628,62
18837,70
108104,63
87845,66
41675,61
112685,55
73548,63
24992,62
23329,64
30967,75
76990,58
84760,69
90007,64
80117,76
14999,41
66059,72
1164,74
44345,55
116310,74
27663,57
80807,75
80880,75
23692,64
28841,53
30151,78
123170,65
125258,64
48420,73
91898,62
48859,72
72764,64
49756,71
110531,60
69569,67
65482,72
82381,72
50867,69
44030,56
67647,70
111440,58
57797,62
31228,75
91795,62
126717,62
46745,77
3736,68
66457,71
15811,77
116011,74
2881,70
111649,58
9456,61
7829,63
40558,63
123132,66
84685,69
35678,68
130963,55
23223,64
65930,72
67160,70
60412,58
45047,52
104324,66
67630,70
47529,75
31877,73
96259,83
7863,63
94251,57
54879,65
11538,58
86554,67
86565,67
112929,55
82993,71
122781,66
47275,75
45318,51
22680,65
9122,62
105307,65
50276,70
35177,69
77128,57
21634,66
108887,62
9696,61
15615,78
19008,69
115464,75
99778,71
122196,66
132033,49
25079,62
123754,65
118958,70
103713,67
87349,66
97818,75
90480,63
11740,58
79635,78
72059,65
103249,67
24590,62
7238,64
27939,56
37466,66
36325,67
91368,62
61085,56
68511,68
131774,52
107381,63
85568,68
93855,58
130512,56
18793,70
38359,65
92191,61
92829,60
7703,63
41655,61
13144,55
66150,71
129952,58
50613,70
65166,73
53836,66
122126,66
97094,77
93326,59
80333,76
63972,75
75356,61
775,76
90935,63
51156,69
114357,81
75890,60
48479,73
110080,60
130812,55
84879,69
42336,60
98892,73
4267,67
112039,57
35483,68
40665,63
4957,67
45072,52
59237,60
22938,64
75001,61
50142,70
56848,63
57891,62
58768,61
55930,64
5630,66
42125,60
27766,57
97273,76
57835,62
11334,59
50244,70
20767,67
6079,65
60347,58
126000,63
109630,61
4102,68
10549,60
28625,54
8907,62
21320,66
113793,51
24039,63
12416,57
14131,52
39810,64
76899,58
32321,73
95334,54
122860,66
100034,71
64316,75
37270,66
124789,64
68421,69
43542,57
124341,65
66306,71
17049,73
7879,63
56096,64
20083,68
73216,64
88225,65
125845,63
9919,61
49052,72
83725,70
87239,66
82611,72
30405,77
63162,78
63626,76
88510,65
73653,63
47928,74
19016,69
116759,73
72647,64
44318,55
95977,50
80650,75
7694,63
93950,58
131299,54
16364,75
83436,70
57209,63
129959,58
123045,66
54377,66
12509,57
94610,56
94460,57
5599,66
111310,58
117906,71
77103,57
704,76
71500,65
50272,70
61811,53
81092,74
128179,61
129429,59
121270,67
73703,63
40012,63
80837,75
119598,69
36535,67
126563,62
66577,71
65621,72
54519,66
82350,72
43439,58
75233,61
4733,67
85857,68
81039,74
64452,74
33216,71
53456,67
99046,72
1462,73
112340,56
36276,67
123778,65
6757,64
903,75
120685,68
67382,70
32975,72
77546,56
85818,68
113503,52
121306,67
102553,68
20583,67
58850,61
86189,67
94350,57
60834,56
74189,62
58674,61
34286,70
101313,69
32276,73
122177,66
27258,58
126533,63
11266,59
125175,64
39900,64
126840,62
105669,65
125895,63
114296,82
40362,63
106643,64
96696,79
61847,53
48293,73
30165,78
100448,70
105942,65
98807,73
43231,58
129769,58
8401,63
95644,52
91340,62
91583,62
91195,62
47907,74
84360,69
10545,60
77619,56
8143,63
127689,61
36680,67
57953,62
116634,73
50489,70
16391,75
85357,68
53361,67
2800,70
109693,61
118670,70
65811,72
78461,52
72372,64
64726,74
129912,58
28085,56
74248,62
9342,61
116964,73
110014,60
60475,58
22285,65
62746,81
127018,62
13790,54
116593,73
118777,70
41037,62
10195,60
22212,65
53602,66
59223,60
50675,70
80808,75
27674,57
58711,61
19418,69
67823,69
128841,60
92224,61
85912,68
16648,74
57385,63
32116,73
108461,62
126729,62
40418,63
74582,62
97403,76
111825,57
131054,55
20438,67
24092,63
114634,79
38163,65
119033,70
18078,71
30472,77
82791,71
37041,67
7475,64
42685,59
96157,86
91472,62
128086,61
89171,64
84956,69
59070,60
92013,61
76661,58
33987,70
42446,60
97380,76
44749,54
91022,63
93024,60
37854,66
72839,64
95990,50
128212,61
95004,55
54972,65
58050,62
123923,65
15475,79
6580,65
99143,72
49538,71
19422,69
53837,66
122447,66
37227,66
8384,63
90187,64
70778,66
48314,73
35315,68
64131,75
48371,73
79001,85
41410,61
20314,68
34652,69
4533,67
55853,64
20873,67
34457,69
101697,69
510,77
85305,68
52141,68
54225,66
34467,69
95526,53
52387,68
27894,56
75617,60
106445,64
21012,67
107208,64
92156,61
20242,68
13387,55
91697,62
37480,66
116265,74
26917,59
72759,64
96740,79
12142,57
70419,66
54513,66
126109,63
53047,67
43321,58
1561,73
21215,66
37580,66
85836,68
102274,68
13303,55
21700,66
102164,68
11225,59
19680,68
76619,58
61667,54
77976,54
32837,72
44194,56
12475,57
61668,54
86388,67
108493,62
35268,68
10225,60
44809,53
129035,59
13794,54
69879,67
83464,70
4507,67
116973,72
46405,78
78701,50
46184,79
106735,64
38823,65
47437,75
123790,65
104909,66
19266,69
118478,70
85556,68
39152,64
100484,70
36724,67
102135,68
37827,66
118668,70
83645,70
59743,59
57845,62
126454,63
119437,69
45504,49
20510,67
48025,74
110564,60
56964,63
105095,66
131201,54
30667,76
124929,64
68041,69
114649,79
126672,62
37190,66
71865,65
37634,66
100491,70
103949,67
95258,54
60798,57
3327,69
39297,64
7324,64
55065,65
91501,62
80924,74
52027,68
91029,63
60625,57
123141,66
20891,67
34110,70
4546,67
15716,77
56654,63
5451,66
23325,64
26129,60
120984,68
78668,51
19827,68
73281,63
54963,65
101971,69
27412,57
121826,67
125971,63
97916,75
85299,68
77228,57
88944,65
198,81
86453,67
29415,88
123819,65
101370,69
37721,66
100950,70
53075,67
75142,61
26909,59
14363,51
100672,70
78206,53
38294,65
1509,73
110652,60
2207,71
53211,67
70121,67
112554,56
16082,76
47512,75
96573,80
90985,63
67556,70
54664,65
130044,57
2266,71
122418,66
106597,64
100191,71
85811,68
50395,70
16763,74
10768,60
16751,74
23333,64
96808,78
61716,53
11491,58
123728,65
86017,67
57037,63
35975,68
25858,60
17159,73
131579,52
125495,63
97089,77
131623,52
10191,60
84330,69
108696,62
95989,50
117106,72
86655,67
10528,60
38089,65
3248,69
45312,51
121841,67
20851,67
104522,66
43290,58
116194,74
72524,64
25086,62
61484,54
1283,74
121267,67
25007,62
66764,71
126137,63
21179,66
81851,73
23282,64
29512,84
62468,87
51473,69
118764,70
45347,51
110269,60
38813,65
128280,60
65801,72
59624,59
11083,59
11927,58
14035,53
55878,64
67800,69
87776,66
80241,76
43404,58
99537,72
127493,62
20811,67
123002,66
89520,64
56382,64
97509,76
8177,63
63594,76
126466,63
75840,60
66383,71
68936,68
123974,65
107673,63
28134,55
25101,62
15434,79
61482,54
12617,56
78094,54
99146,72
23510,64
91283,62
110503,60
55207,65
48996,72
126390,63
4195,68
3911,68
