,overall
2343,71
66278,71
33896,70
115039,77
101295,69
89589,64
87983,66
31091,75
108786,62
27670,57
44794,54
60107,58
123805,65
110305,60
111136,59
39106,64
45879,82
99012,72
124980,64
60993,56
67162,70
5218,66
123880,65
3346,69
38941,65
57441,63
14802,49
75032,61
35764,68
5445,66
85810,68
97114,77
76034,60
63395,77
128425,60
90045,64
88133,65
108251,63
126151,63
54671,65
105073,66
102003,69
83370,70
46902,76
17403,72
69618,67
4781,67
29796,80
108750,62
116220,74
94323,57
107510,63
26921,59
127444,62
50554,70
116823,73
102937,68
77476,56
115204,76
119248,69
42463,60
30989,75
84679,69
50233,70
81454,73
28685,53
87571,66
77475,56
67384,70
55150,65
89500,64
392,78
103723,67
25492,61
118976,70
86111,67
96501,80
103676,67
53324,67
36339,67
53592,66
43322,58
29443,87
21907,66
77393,56
28601,54
113462,52
103043,67
79974,77
131017,55
79438,80
84086,70
62527,84
60633,57
63393,77
26364,60
4560,67
84147,70
116979,72
97937,75
120187,68
111693,58
66002,72
125799,63
75366,61
121760,67
77142,57
39193,64
44024,56
89104,65
27084,58
15556,78
12885,56
125064,64
75165,61
63534,77
18377,70
110263,60
49970,70
100506,70
87826,66
109210,61
103585,67
32037,73
49377,71
25787,61
18362,70
12696,56
9427,61
69883,67
106749,64
8256,63
73343,63
53318,67
34550,69
13812,53
113121,54
9497,61
61490,54
43155,58
80244,76
63080,79
90924,63
119472,69
24778,62
20749,67
66549,71
6502,65
113508,52
14445,51
31032,75
56775,63
98564,73
46880,76
71605,65
47557,75
122277,66
64701,74
88827,65
82388,72
122610,66
84226,69
24731,62
127848,61
97919,75
112990,54
18647,70
121162,67
107543,63
91448,62
71129,66
1019,75
66638,71
111786,58
15542,78
85669,68
80972,74
9447,61
84209,69
32030,73
59385,60
126709,62
107021,64
89611,64
121569,67
105047,66
85665,68
83321,71
60173,58
47733,74
94808,56
6373,65
57830,62
92394,61
15979,76
18508,70
114821,78
86169,67
70787,66
1635,73
102629,68
56825,63
31663,74
72102,65
32271,73
77295,57
26729,59
125603,63
103965,67
62235,50
47452,75
112126,57
118832,70
125468,63
90729,63
5405,66
81428,73
105401,65
111668,58
19691,68
92750,60
45203,52
95829,51
90368,63
1095,74
5596,66
120720,68
55408,65
56537,63
31617,74
94237,57
94154,58
71656,65
22169,65
31512,74
23851,63
32760,72
10376,60
106565,64
46775,76
103838,67
98867,73
65688,72
81944,73
72690,64
7593,63
112730,55
86817,67
8155,63
58147,62
107923,63
44713,54
19698,68
130987,55
53550,67
5028,66
100423,70
42967,59
4815,67
50231,70
70528,66
71571,65
25350,61
40974,62
12308,57
116326,74
20494,67
112881,55
3112,69
27836,56
51490,69
15674,78
125596,63
89218,64
112250,57
27319,58
46557,77
92350,61
52852,67
42472,60
75684,60
31121,75
19256,69
70587,66
101462,69
91409,62
7224,64
14647,50
70715,66
97068,77
68795,68
53180,67
1558,73
92763,60
34753,69
121907,67
106661,64
14502,51
55261,65
25191,62
76610,58
93560,59
88878,65
82462,72
4137,68
62513,85
82754,71
39206,64
89448,64
123163,66
24729,62
89913,64
1409,74
82265,72
24575,62
48184,73
12331,57
116742,73
50121,70
61676,54
17217,73
82372,72
74853,62
88321,65
36963,67
13663,54
62032,52
22258,65
12277,57
10916,59
55971,64
131650,52
42864,59
28845,53
35803,68
68229,69
92925,60
100315,71
48033,73
115553,75
67389,70
4349,67
85069,68
126679,62
104715,66
41822,61
64611,74
126056,63
40308,63
39825,64
24435,63
18843,70
66386,71
36436,67
81142,74
30292,77
22323,65
49039,72
58427,61
26856,59
56178,64
15174,82
45289,51
117085,72
63105,78
76439,59
58137,62
59634,59
84008,70
123190,65
116826,73
48946,72
78762,50
46783,76
107716,63
123700,65
102917,68
996,75
70337,67
84011,70
110062,60
60471,58
35277,68
84444,69
65197,73
74985,61
104439,66
85495,68
15909,76
59780,59
29299,48
48147,73
119935,69
9755,61
13770,54
89176,64
56707,63
64517,74
36497,67
34972,69
96374,82
11089,59
32875,72
98373,74
8585,62
52137,68
107229,64
29185,50
36493,67
73350,63
50475,70
125543,63
15098,83
99697,72
19173,69
13563,54
130000,57
11666,58
91800,62
46150,79
108941,62
110539,60
16615,74
124397,64
64584,74
22576,65
74615,62
91141,62
92964,60
116894,73
124490,64
115081,77
81273,74
105059,66
2845,70
76757,58
59582,59
12426,57
92566,60
13728,54
94222,57
107138,64
113149,54
3335,69
128365,60
119887,69
127013,62
39107,64
126854,62
56765,63
109831,61
75716,60
55582,64
129578,58
108072,63
115850,75
86934,67
127204,62
54110,66
119978,69
41244,62
64145,75
4553,67
125751,63
41373,61
92226,61
40323,63
53722,66
27520,57
36402,67
66559,71
127520,61
6352,65
87507,66
26109,60
69319,68
37990,66
121538,67
115797,75
20366,68
72238,65
46089,80
4652,67
120861,68
80028,77
86307,67
39678,64
17281,73
27418,57
23126,64
71004,66
21834,66
44332,55
75803,60
89618,64
36666,67
111663,58
87799,66
90556,63
119774,69
122003,67
101604,69
74986,61
36971,67
92038,61
77325,57
96822,78
87402,66
233,80
107014,64
45423,50
103712,67
113257,53
24350,63
119026,70
16076,76
89547,64
131974,50
959,75
67516,70
27260,58
110353,60
96135,87
58741,61
9196,62
57008,63
121576,67
80682,75
73371,63
24923,62
51143,69
20605,67
22549,65
123735,65
40312,63
45346,51
22628,65
125500,63
87643,66
127651,61
116208,74
31756,74
17828,71
58125,62
80123,76
19785,68
116039,74
43494,58
103567,67
21352,66
19674,68
45437,50
95939,50
109557,61
46881,76
62599,83
43012,59
92866,60
71536,65
94988,55
98187,74
48010,74
75118,61
123557,65
71148,66
77347,57
18351,70
14634,50
45927,81
101076,70
126189,63
129173,59
112399,56
106326,64
28143,55
115383,76
95459,53
115752,75
67554,70
50583,70
121662,67
33960,70
62537,84
72390,64
28939,52
55294,65
80816,75
39713,64
99801,71
122373,66
25916,60
18704,70
44703,54
114896,78
47367,75
93585,59
91943,62
116677,73
80985,74
121743,67
121083,67
115380,76
99408,72
9505,61
25429,61
104627,66
77693,55
71302,66
2407,71
40434,63
72607,64
78630,51
35435,68
112264,56
43796,57
81673,73
8717,62
49643,71
110351,60
50242,70
74165,62
101547,69
58071,62
49018,72
57014,63
56794,63
13036,56
88147,65
87003,67
90356,63
95480,53
95799,51
25133,62
81540,73
91331,62
12543,57
126699,62
74071,63
116802,73
22131,65
112727,55
104497,66
2799,70
124344,65
119257,69
97182,77
75307,61
120371,68
51040,69
123072,66
116977,72
125720,63
102318,68
1290,74
106879,64
111145,59
55421,65
19507,69
62404,48
32523,72
115374,76
84730,69
33871,70
103311,67
76201,59
119555,69
46712,77
63343,77
92024,61
8099,63
39586,64
70186,67
90419,63
115499,75
130063,57
57865,62
56206,64
81306,74
102450,68
25755,61
120449,68
103347,67
116632,73
41717,61
29177,50
48934,72
34675,69
53547,67
45279,51
41081,62
102658,68
46071,80
119953,69
35474,68
77311,57
50454,70
101124,70
112786,55
24961,62
76631,58
97270,76
80027,77
10338,60
125935,63
132091,48
66450,71
57636,62
102333,68
33010,71
117512,72
37046,67
89094,65
90038,64
128510,60
89473,64
105608,65
38126,65
70068,67
71485,65
113100,54
73484,63
76795,58
70819,66
64081,75
129634,58
103057,67
68871,68
35648,68
29232,50
92837,60
35034,69
43958,56
124370,64
36697,67
86626,67
30887,76
82985,71
28213,55
97567,75
84419,69
47445,75
101129,70
107454,63
54983,65
124249,65
79602,79
12044,58
34762,69
38259,65
926,75
683,76
83941,70
8800,62
7961,63
27146,58
109688,61
20133,68
82997,71
48648,72
37674,66
78263,53
25360,61
40978,62
61608,54
56559,63
65846,72
6125,65
76308,59
85663,68
94651,56
57018,63
6914,64
58285,61
11714,58
823,76
1293,74
32891,72
2911,70
96925,78
114168,84
48902,72
78589,51
130889,55
87838,66
67293,70
82260,72
22347,65
79298,81
21500,66
87336,66
116989,72
9126,62
90149,64
121671,67
20839,67
15111,83
131612,52
101943,69
82786,71
14367,51
75693,60
112631,55
20148,68
22936,64
24701,62
6794,64
6793,64
53284,67
50052,70
17050,73
28881,52
103169,67
92305,61
97053,77
5668,66
123674,65
19943,68
87455,66
22028,65
111757,58
62751,81
75814,60
125558,63
99729,71
87487,66
120008,68
103309,67
32070,73
56826,63
2335,71
24753,62
89846,64
6513,65
3003,70
57669,62
113796,51
77666,55
38521,65
8085,63
63317,77
129592,58
14184,52
4201,68
29089,51
131122,54
112042,57
130944,55
48508,73
38214,65
35664,68
10668,60
85908,68
85855,68
125076,64
3953,68
78751,50
63246,78
79922,77
36388,67
64826,74
54490,66
49685,71
55155,65
123161,66
59167,60
107615,63
52512,68
48286,73
37278,66
15648,78
87464,66
2955,70
52001,68
87598,66
24733,62
5743,66
74919,61
96878,78
28218,55
20298,68
123162,66
40094,63
24419,63
62568,83
114190,84
71217,66
16886,74
92956,60
8397,63
32441,72
69307,68
43132,58
83383,70
131432,53
333,79
75746,60
110525,60
114998,77
75215,61
56875,63
87914,66
20393,67
104744,66
22104,65
13487,54
103837,67
54181,66
117254,72
91630,62
52839,67
54506,66
130154,57
45329,51
32019,73
118212,71
9135,62
61698,53
59487,60
121258,67
50288,70
116374,73
41624,61
113727,51
10952,59
102965,68
35221,69
76226,59
56379,64
106690,64
67391,70
87307,66
113293,53
126264,63
52450,68
102443,68
4218,68
11624,58
87150,66
38689,65
36807,67
64393,74
119871,69
38221,65
41955,61
20136,68
72271,65
10534,60
98829,73
34496,69
98617,73
120027,68
55320,65
96483,80
126336,63
20632,67
30911,76
25870,60
117042,72
44847,53
41836,61
19515,69
99472,72
57589,62
72397,64
13011,56
79625,79
69665,67
20628,67
99390,72
115581,75
18418,70
47301,75
130211,57
36555,67
30788,76
77771,55
25406,61
114443,81
33036,71
68113,69
92525,61
79152,82
129703,58
83413,70
82688,71
39878,64
83661,70
129152,59
51034,69
83110,71
76369,59
51095,69
76092,60
3980,68
19493,69
67548,70
101234,69
65534,72
82842,71
57287,63
26007,60
7489,64
132105,48
59085,60
9092,62
125946,63
72836,64
28105,55
39020,64
127099,62
42005,60
61216,55
16328,75
34805,69
70875,66
11378,59
80732,75
83190,71
116359,73
26414,60
82022,72
8351,63
23118,64
10897,59
71779,65
110354,60
6582,65
11561,58
37905,66
4180,68
115420,76
79174,82
4512,67
41305,62
60292,58
40899,62
93436,59
88735,65
65478,72
40083,63
13212,55
92101,61
41235,62
82348,72
58075,62
117246,72
39550,64
51064,69
16746,74
55889,64
35852,68
74766,62
52774,67
64882,73
131602,52
110373,60
94387,57
32480,72
80325,76
92968,60
71121,66
95398,54
98991,73
48873,72
79562,79
103605,67
102947,68
105602,65
110589,60
69937,67
60359,58
21659,66
22856,65
21106,67
69609,67
17023,73
2047,72
92231,61
127437,62
34727,69
55485,65
36852,67
117124,72
102817,68
5007,66
96119,89
55371,65
83903,70
19440,69
18291,71
114932,77
124940,64
71022,66
21442,66
128561,60
116506,73
34904,69
83185,71
114515,80
51045,69
121872,67
120594,68
97288,76
31023,75
10331,60
86305,67
20042,68
96539,80
41031,62
79297,81
74517,62
87238,66
21173,66
32483,72
36922,67
110996,59
103195,67
20323,68
17593,72
31123,75
125429,64
42002,60
51765,68
86021,67
112333,56
5071,66
77970,54
109713,61
19535,69
128706,60
116044,74
107922,63
45755,83
72997,64
30878,76
53065,67
58849,61
4885,67
14836,48
77974,54
25286,61
90311,63
110073,60
95072,55
119602,69
90065,64
103229,67
12981,56
12974,56
34059,70
5217,66
26164,60
32520,72
86166,67
46019,80
62050,52
115680,75
79079,83
53084,67
116088,74
98177,74
58707,61
3377,69
96532,80
111470,58
125780,63
43809,57
127215,62
70795,66
100836,70
101286,69
63296,78
82824,71
90835,63
75566,60
87477,66
48104,73
11125,59
108547,62
97460,76
16101,76
29702,81
16394,75
78442,52
52294,68
2053,72
121838,67
80159,76
23803,63
60202,58
63975,75
15124,83
8216,63
1859,72
119968,69
11780,58
113119,54
7868,63
25620,61
86846,67
86709,67
6220,65
116557,73
116441,73
60539,57
112782,55
57046,63
58359,61
72326,64
111674,58
71634,65
125349,64
18808,70
94858,56
107480,63
79933,77
32500,72
93994,58
9074,62
95866,51
129707,58
16359,75
122761,66
107360,63
119180,69
122188,66
41325,62
10447,60
127376,62
104025,67
47177,75
36551,67
65477,72
27277,58
70582,66
91925,62
82079,72
25206,62
20821,67
107084,64
1947,72
27355,58
75000,61
87041,66
52611,67
3217,69
97981,75
2552,71
12533,57
77790,55
54184,66
85080,68
6341,65
78056,54
42559,60
101185,70
130417,56
49027,72
104394,66
38260,65
49311,71
81179,74
68411,69
52429,68
91517,62
72012,65
7450,64
106724,64
69368,68
120084,68
100649,70
64677,74
101648,69
69119,68
32234,73
12163,57
3329,69
105924,65
127219,62
112953,54
16996,73
116452,73
121630,67
109162,62
67165,70
127597,61
125936,63
108873,62
60734,57
17072,73
21781,66
31083,75
57975,62
5175,66
60556,57
27633,57
101351,69
98018,75
100234,71
24107,63
114062,47
103281,67
125091,64
61223,55
36537,67
36350,67
73834,63
100564,70
116920,73
69570,67
82343,72
74286,62
39894,64
32343,72
46900,76
71907,65
27379,57
119332,69
41243,62
81534,73
17762,72
122564,66
118094,71
110447,60
66296,71
97543,75
115168,76
107743,63
117350,72
51183,69
27052,58
105490,65
72167,65
59542,59
23937,63
121231,67
29076,51
86359,67
122940,66
115253,76
31978,73
64298,75
82067,72
49652,71
130817,55
116958,73
68634,68
111061,59
21845,66
2863,70
113592,52
80633,75
52761,67
44337,55
106184,65
42147,60
68095,69
88737,65
23821,63
130545,56
76207,59
35752,68
102520,68
126830,62
16837,74
65251,73
129949,58
117016,72
24713,62
96067,48
59972,59
73734,63
86881,67
59119,60
17703,72
82421,72
127330,62
12953,56
21816,66
72492,64
9771,61
34071,70
60748,57
53605,66
89121,65
122887,66
1171,74
95453,53
106688,64
72009,65
22791,65
90584,63
103736,67
60419,58
12797,56
130495,56
114363,81
26042,60
97792,75
114675,79
33126,71
83266,71
89616,64
108939,62
48325,73
35298,68
126050,63
36405,67
70176,67
807,76
75967,60
118493,70
88749,65
75727,60
3664,68
61597,54
103824,67
44661,54
30856,76
120211,68
74115,62
57977,62
88269,65
91224,62
95683,52
89149,64
21343,66
3099,69
103576,67
78278,53
77353,57
121847,67
86091,67
83654,70
104536,66
102516,68
14476,51
38255,65
31109,75
74322,62
68999,68
127659,61
22026,65
27358,58
4541,67
85713,68
120617,68
25345,61
32679,72
39147,64
80845,75
118573,70
16092,76
131649,52
81739,73
5436,66
31780,74
40165,63
55782,64
101177,70
119586,69
65283,73
100186,71
90897,63
22213,65
102458,68
100707,70
91256,62
129033,59
49141,72
125352,64
53513,67
58763,61
67932,69
34271,70
1465,73
40943,62
29992,79
43266,58
129188,59
16990,73
56849,63
88125,65
100382,70
93099,60
687,76
15607,78
49729,71
17441,72
26214,60
24666,62
104038,67
94684,56
51131,69
93486,59
51704,68
32148,73
121637,67
112600,56
122760,66
88313,65
114810,78
100001,71
99302,72
115389,76
102836,68
101652,69
95065,55
128684,60
77887,55
45241,51
13229,55
35656,68
28987,52
27632,57
49603,71
41302,62
46748,77
118740,70
40028,63
9189,62
97415,76
61572,54
23664,64
50153,70
76594,58
90559,63
93210,60
122490,66
97545,75
69897,67
93168,60
25531,61
99492,72
91967,61
101019,70
27518,57
35482,68
127833,61
51759,68
22586,65
41738,61
81708,73
33766,70
19151,69
79433,80
100063,71
57200,63
116608,73
128093,61
125336,64
99433,72
8654,62
34171,70
24439,63
2156,72
95765,52
85658,68
14899,47
42725,59
34865,69
31451,74
48177,73
102366,68
50977,69
69028,68
97530,76
61299,55
13888,53
127321,62
50206,70
87446,66
11072,59
131208,54
91156,62
128122,61
10189,60
37527,66
54751,65
84778,69
24565,62
60583,57
87689,66
27510,57
8791,62
35444,68
49503,71
79064,84
74772,62
77938,54
46122,80
121969,67
119933,69
26471,59
22848,65
78835,49
118114,71
32895,72
71468,65
23224,64
74662,62
32767,72
30628,76
16219,75
108849,62
98326,74
29768,80
131610,52
27764,57
53583,66
13386,55
96743,79
82463,72
114197,84
107257,64
98657,73
22219,65
28964,52
61549,54
32921,72
120938,68
98506,73
22524,65
103641,67
31912,73
73988,63
11371,59
95361,54
44087,56
50524,70
29798,80
75125,61
59423,60
8303,63
24686,62
10616,60
70002,67
61924,52
3978,68
55044,65
10789,60
33543,71
30840,76
42423,60
84093,70
73136,64
48433,73
123028,66
70384,66
93474,59
88912,65
124310,65
104045,66
51845,68
35536,68
64667,74
10230,60
79354,80
17791,72
110265,60
32139,73
77807,55
15980,76
51283,69
98575,73
79088,83
21064,67
114636,79
41541,61
1423,73
61255,55
85168,68
81286,74
107925,63
125748,63
35208,69
125256,64
29853,80
127048,62
52876,67
93184,60
5453,66
79677,78
10069,60
80922,74
84876,69
11439,59
101990,69
110603,60
56528,64
125470,63
77059,57
88586,65
43112,58
66313,71
115887,75
6682,64
130487,56
126538,63
28411,54
23232,64
93125,60
38459,65
27552,57
51383,69
47472,75
62998,79
130599,56
33449,71
9552,61
81476,73
55712,64
110737,59
43161,58
8347,63
124297,65
123631,65
42278,60
81023,74
11957,58
2389,71
113252,53
45799,83
115779,75
42495,60
47199,75
59485,60
45081,52
49869,71
108921,62
21296,66
91861,62
33317,71
86688,67
54433,66
92958,60
46136,79
3611,68
39658,64
67635,70
604,77
59550,59
49362,71
123920,65
14138,52
90426,63
20357,68
129659,58
29639,82
68956,68
87340,66
15281,80
68692,68
78200,53
125354,64
88705,65
90717,63
100322,71
37138,66
50654,70
76131,59
29793,80
85326,68
7491,64
109676,61
74845,62
124351,64
43675,57
78732,50
85325,68
115191,76
75281,61
19963,68
82748,71
77348,57
93864,58
27835,56
99662,72
36031,68
98537,73
40397,63
121995,67
129895,58
57986,62
43662,57
209,80
112081,57
62349,49
127508,61
9233,62
25219,62
25779,61
77640,56
55352,65
60887,56
63382,77
68854,68
45210,52
80354,76
63418,77
102493,68
44999,53
85334,68
88116,65
55042,65
30882,76
26915,59
14370,51
67780,69
118027,71
126963,62
73055,64
109839,61
128869,60
32197,73
18186,71
22385,65
94131,58
94021,58
40968,62
37502,66
116841,73
49101,72
54210,66
46737,77
114947,77
66893,70
20846,67
25470,61
121518,67
105643,65
111994,57
52741,67
41402,61
108521,62
119637,69
76081,60
15049,85
47003,76
26053,60
77098,57
30166,78
115994,74
39542,64
30217,78
98923,73
65306,73
113055,54
6904,64
67405,70
26359,60
130884,55
55373,65
43040,59
107860,63
21104,67
118192,71
29453,86
54652,65
12317,57
5563,66
59069,60
5161,66
26356,60
108690,62
18915,70
112062,57
102712,68
115060,77
119929,69
1405,74
103774,67
92484,61
42491,60
35683,68
25589,61
15193,81
32530,72
43178,58
113550,52
71725,65
42717,59
53669,66
8322,63
123429,65
69482,67
121780,67
109007,62
73933,63
105285,65
79075,83
124910,64
128935,60
71916,65
32374,72
115559,75
17221,73
65385,73
108238,63
59789,59
12653,56
66553,71
17355,72
129295,59
76934,58
84185,69
100498,70
129092,59
126026,63
22467,65
89877,64
68635,68
54205,66
128810,60
106423,64
19757,68
5561,66
102537,68
130698,56
74636,62
86551,67
109243,61
3107,69
60736,57
33800,70
41013,62
112542,56
91585,62
75206,61
11888,58
34330,70
105496,65
112500,56
120235,68
122167,66
23955,63
72299,64
65376,73
26015,60
46628,77
38745,65
17097,73
4422,67
113015,54
58561,61
98850,73
8239,63
79591,79
58099,62
67373,70
24826,62
93717,59
14901,47
21524,66
32461,72
93260,59
14257,52
12920,56
4919,67
91424,62
111741,58
1885,72
129817,58
131332,54
100277,71
107844,63
24823,62
100760,70
93804,58
54961,65
42596,59
48553,73
74851,62
46582,77
80128,76
10634,60
74290,62
39880,64
82561,72
92234,61
102879,68
33094,71
114129,86
82992,71
70460,66
120345,68
129072,59
78307,53
103860,67
42215,60
100913,70
21826,66
3661,68
119839,69
53166,67
117610,72
57096,63
110133,60
130147,57
28522,54
59915,59
41385,61
44009,56
81659,73
73328,63
70381,66
84786,69
67614,70
56135,64
66311,71
34073,70
92027,61
16733,74
115234,76
30525,77
69758,67
127986,61
116751,73
16417,75
70958,66
61461,55
12918,56
92097,61
71372,65
77379,56
61893,53
114387,81
131577,52
44612,54
128515,60
66180,71
101092,70
28469,54
48930,72
7551,64
108899,62
69896,67
115678,75
33631,71
100992,70
68392,69
56648,63
38133,65
32248,73
21255,66
90709,63
121203,67
64311,75
82255,72
103940,67
7093,64
104073,66
67049,70
46991,76
11238,59
2975,70
105799,65
94338,57
26792,59
29996,79
58165,62
1135,74
59053,60
65408,73
45310,51
82723,71
54451,66
105397,65
14716,49
84445,69
104745,66
21088,67
86737,67
120580,68
112063,57
7616,63
119391,69
42953,59
41128,62
53002,67
91964,61
104024,67
35767,68
47583,75
81471,73
92771,60
129211,59
85256,68
124530,64
1642,73
55999,64
98959,73
62948,79
131315,54
121717,67
24783,62
39341,64
124401,64
87009,66
92975,60
101169,70
114421,81
80841,75
17646,72
14044,53
80622,75
128831,60
61439,55
92754,60
123434,65
63283,78
103390,67
106401,64
91346,62
112439,56
124689,64
30169,78
34152,70
120924,68
18,86
65214,73
86623,67
72683,64
82644,72
47465,75
81978,72
105381,65
6290,65
111719,58
58826,61
43047,58
1948,72
130739,56
83404,70
89992,64
29133,51
64176,75
35747,68
24344,63
19171,69
97342,76
68836,68
128118,61
47330,75
76180,59
58216,62
121376,67
8869,62
21076,67
107474,63
679,76
24505,63
24454,63
92179,61
90074,64
47896,74
13527,54
102012,69
50105,70
66040,72
51167,69
2562,70
22262,65
26319,60
62795,81
38197,65
109963,60
129632,58
53301,67
82338,72
117391,72
104652,66
36114,68
25119,62
118156,71
108139,63
34191,70
67051,70
117893,71
47206,75
121415,67
17414,72
2135,72
73021,64
69510,67
99326,72
73241,64
115388,76
52925,67
12652,56
56569,63
139,82
60502,57
68201,69
77726,55
55409,65
32017,73
16585,74
63253,78
49198,72
38471,65
9730,61
26625,59
87391,66
60570,57
54383,66
1588,73
107594,63
108364,62
98947,73
120862,68
89191,64
77246,57
43772,57
82849,71
97113,77
30578,76
127344,62
28745,53
45155,52
18620,70
63957,75
114180,84
100530,70
63148,78
74419,62
4641,67
35455,68
89787,64
44178,56
72244,65
59016,60
103738,67
27948,56
20824,67
96257,83
89957,64
54261,66
26639,59
73791,63
75745,60
104478,66
61654,54
102609,68
52339,68
15233,81
81946,73
64044,75
35117,69
119779,69
52687,67
104820,66
93427,59
3709,68
124047,65
33677,70
31147,75
102372,68
109002,62
95520,53
56811,63
13705,54
94675,56
104797,66
80142,76
3683,68
55830,64
41760,61
66981,70
111468,58
12399,57
55214,65
7519,64
25361,61
51642,68
85054,68
76730,58
12935,56
11136,59
61793,53
69027,68
37263,66
127582,61
95598,53
28459,54
42755,59
94171,58
50705,70
102330,68
37528,66
104952,66
110559,60
9677,61
103557,67
120386,68
120416,68
55606,64
29498,84
38735,65
97856,75
21522,66
101207,69
115690,75
66400,71
88520,65
14202,52
13017,56
97229,77
22242,65
63473,77
6602,64
126943,62
69640,67
107748,63
91712,62
57060,63
38640,65
79844,78
45729,84
87173,66
66508,71
87698,66
43323,58
101348,69
42398,60
32712,72
91840,62
48312,73
48473,73
126527,63
5554,66
10772,60
102940,68
113161,54
20903,67
115898,75
82470,72
130036,57
130303,57
37545,66
51943,68
117623,72
83257,71
80597,75
8958,62
107309,63
28844,53
122031,67
93226,59
76564,59
25776,61
88327,65
52188,68
27465,57
130208,57
102497,68
124668,64
111788,58
30588,76
22834,65
18333,70
93346,59
50667,70
123474,65
85987,68
67414,70
70481,66
53707,66
119976,69
25765,61
26749,59
100751,70
76127,59
80006,77
82646,72
8342,63
64524,74
24959,62
279,80
117827,71
6737,64
3515,69
126966,62
62159,51
125994,63
4321,67
44657,54
24022,63
119967,69
122770,66
53330,67
55275,65
3624,68
78930,89
100867,70
47525,75
127194,62
56330,64
79715,78
54681,65
80392,76
45640,87
24673,62
68534,68
92510,61
79346,80
35065,69
93650,59
19976,68
26365,60
18145,71
26327,60
83232,71
35615,68
104720,66
82066,72
30026,79
14164,52
50887,69
108184,63
83420,70
19987,68
23798,63
31656,74
127795,61
68210,69
64993,73
77694,55
116535,73
58394,61
92676,60
47891,74
74310,62
13306,55
50838,69
112323,56
98379,74
21318,66
4301,67
7929,63
89614,64
45926,81
85780,68
120563,68
131433,53
72676,64
13934,53
49178,72
66052,72
86795,67
109032,62
15250,81
17637,72
25874,60
37245,66
72523,64
82215,72
121849,67
40209,63
97167,77
127377,62
38380,65
125315,64
125602,63
100172,71
78115,54
116160,74
38428,65
37147,66
93543,59
52487,68
50803,69
55904,64
103890,67
47619,74
18227,71
65310,73
100547,70
3470,69
54328,66
67379,70
91975,61
87454,66
3071,69
7655,63
126133,63
13646,54
79775,78
61239,55
121492,67
116631,73
38422,65
52086,68
56621,63
27444,57
82284,72
43082,58
70369,66
39582,64
54119,66
74918,61
16273,75
27537,57
50819,69
8306,63
5773,65
11685,58
111806,58
32630,72
91126,62
119925,69
64232,75
17171,73
31113,75
54555,66
58347,61
18864,70
128504,60
7813,63
32634,72
41394,61
88538,65
40827,62
54217,66
28312,55
103146,67
18233,71
124602,64
32993,72
111054,59
14002,53
61519,54
41245,62
62543,84
131515,53
96721,79
74404,62
35489,68
116828,73
12846,56
80306,76
118768,70
131676,52
37211,66
6080,65
112431,56
8205,63
12807,56
93297,59
123718,65
52491,68
39671,64
125414,64
5190,66
22839,65
100014,71
79580,79
119634,69
6751,64
85968,68
6443,65
88069,66
103898,67
40220,63
86013,68
50486,70
48204,73
22314,65
20962,67
72669,64
26484,59
15224,81
12501,57
44844,53
83848,70
52174,68
9721,61
46070,80
83237,71
66704,71
15188,81
27125,58
30868,76
2461,71
22932,64
126183,63
124261,65
86283,67
97330,76
68885,68
120972,68
99242,72
79458,80
65010,73
91505,62
50598,70
69538,67
83837,70
117726,71
41005,62
40524,63
60073,58
131440,53
53303,67
28792,53
63729,76
54001,66
43609,57
40998,62
126619,62
60769,57
47467,75
46878,76
18499,70
38244,65
118369,70
26920,59
120837,68
14160,52
17440,72
26992,58
97218,77
119800,69
6086,65
127016,62
71150,66
36777,67
64646,74
101860,69
84075,70
126081,63
71663,65
40001,63
62369,49
19933,68
32346,72
109988,60
29645,82
93669,59
63982,75
14875,48
126821,62
110464,60
64561,74
43396,58
10934,59
79033,84
48057,73
19677,68
96198,85
68716,68
85787,68
50964,69
8773,62
41024,62
108477,62
86192,67
8913,62
100845,70
16672,74
75587,60
13693,54
58783,61
125826,63
115359,76
50132,70
50990,69
96934,78
67831,69
121585,67
1096,74
122257,66
73992,63
14316,52
7816,63
2531,71
99277,72
17826,71
71137,66
95377,54
107189,64
32179,73
131934,50
42804,59
15869,77
88535,65
78012,54
60671,57
33304,71
2567,70
90385,63
102459,68
3203,69
25136,62
21661,66
94023,58
30530,77
22112,65
19521,69
18012,71
70973,66
48798,72
9358,61
120297,68
95699,52
61661,54
118152,71
123752,65
96900,78
86552,67
63583,76
105264,65
48487,73
31268,75
22478,65
99681,72
8230,63
57208,63
122800,66
20315,68
66923,70
109698,61
91249,62
62745,81
61352,55
10347,60
7362,64
12094,57
7944,63
66770,71
132093,48
17572,72
34854,69
40727,62
127876,61
45103,52
80942,74
99642,72
130289,57
76049,60
83414,70
54126,66
56340,64
53178,67
56237,64
25540,61
130153,57
108052,63
92012,61
72925,64
102082,68
27506,57
82038,72
12055,58
101472,69
4888,67
110763,59
75622,60
58315,61
24154,63
98608,73
37856,66
9993,61
18329,70
121745,67
99156,72
71706,65
105395,65
3921,68
109130,62
48340,73
31399,74
14454,51
71883,65
51013,69
11240,59
103435,67
25729,61
5327,66
77601,56
45621,88
54335,66
18127,71
27012,58
18482,70
79846,78
75511,60
98655,73
64146,75
120616,68
59169,60
61236,55
124101,65
23287,64
57033,63
121222,67
81899,73
11338,59
32564,72
80098,76
82153,72
128114,61
